Sample#,jitter_arduino,gps_rpi,gps_pure,mote,SampleTime,units
28840,10,00,00,00,24,ns
28841,00,00,00,00,499.99,ms
28842,10,00,00,00,8,ns
28843,11,00,00,00,499.99,ms
28844,01,00,00,00,16,ns
28845,00,00,00,00,499.99,ms
28846,10,00,00,00,48,ns
28847,11,00,00,00,499.99,ms
28848,10,00,00,00,8,ns
28849,00,00,00,00,499.99,ms
28850,10,00,00,00,8,ns
28851,11,00,00,00,499.99,ms
28852,01,00,00,00,16,ns
28853,00,00,00,00,499.99,ms
28854,10,00,00,00,8,ns
28855,11,00,00,00,499.99,ms
28856,01,00,00,00,24,ns
28857,00,00,00,00,499.99,ms
28858,10,00,00,00,48,ns
28859,11,00,00,00,499.99,ms
28860,01,00,00,00,16,ns
28861,00,00,00,00,499.99,ms
28862,10,00,00,00,24,ns
28863,11,00,00,00,499.99,ms
28864,01,00,00,00,56,ns
28865,00,00,00,00,499.99,ms
28866,11,00,00,00,499.99,ms
28867,01,00,00,00,64,ns
28868,00,00,00,00,499.99,ms
28869,10,00,00,00,40,ns
28870,11,00,00,00,500.01,ms
28871,00,00,00,00,499.96,ms
28872,10,00,00,00,80,ns
28873,11,00,00,00,499.97,ms
28874,10,00,00,00,32,ns
28875,00,00,00,00,500.00,ms
28876,01,00,00,00,40,ns
28877,11,00,00,00,499.99,ms
28878,10,00,00,00,32,ns
28879,00,00,00,00,499.99,ms
28880,01,00,00,00,16,ns
28881,11,00,00,00,499.99,ms
28882,10,00,00,00,8,ns
28883,00,00,00,00,499.99,ms
28884,11,00,00,00,499.99,ms
28885,00,00,00,00,499.99,ms
28886,10,00,00,00,24,ns
28887,11,00,00,00,499.99,ms
28888,10,00,00,00,16,ns
28889,00,00,00,00,499.99,ms
28890,10,00,00,00,8,ns
28891,11,00,00,00,499.99,ms
28892,01,00,00,00,24,ns
28893,00,00,00,00,499.99,ms
28894,01,00,00,00,8,ns
28895,11,00,00,00,499.99,ms
28896,01,00,00,00,24,ns
28897,00,00,00,00,499.99,ms
28898,10,00,00,00,32,ns
28899,11,00,00,00,499.99,ms
28900,01,00,00,00,40,ns
28901,00,00,00,00,499.99,ms
28902,10,00,00,00,8,ns
28903,11,00,00,00,499.99,ms
28904,01,00,00,00,16,ns
28905,00,00,00,00,499.99,ms
28906,01,00,00,00,8,ns
28907,11,00,00,00,500.01,ms
28908,01,00,00,00,32,ns
28909,00,00,00,00,499.96,ms
28910,10,00,00,00,40,ns
28911,11,00,00,00,499.97,ms
28912,00,00,00,00,500.00,ms
28913,10,00,00,00,16,ns
28914,11,00,00,00,499.99,ms
28915,01,00,00,00,16,ns
28916,00,00,00,00,499.99,ms
28917,11,00,00,00,499.99,ms
28918,01,00,00,00,32,ns
28919,00,00,00,00,499.99,ms
28920,10,00,00,00,64,ns
28921,11,00,00,00,499.99,ms
28922,01,00,00,00,16,ns
28923,00,00,00,00,499.99,ms
28924,10,00,00,00,32,ns
28925,11,00,00,00,499.99,ms
28926,01,00,00,00,32,ns
28927,00,00,00,00,499.99,ms
28928,10,00,00,00,48,ns
28929,11,00,00,00,499.99,ms
28930,01,00,00,00,72,ns
28931,00,00,00,00,499.99,ms
28932,10,00,00,00,40,ns
28933,11,00,00,00,499.99,ms
28934,01,00,00,00,8,ns
28935,00,00,00,00,499.99,ms
28936,10,00,00,00,32,ns
28937,11,00,00,00,499.99,ms
28938,01,00,00,00,72,ns
28939,00,00,00,00,499.99,ms
28940,10,00,00,00,32,ns
28941,11,00,00,00,499.99,ms
28942,01,00,00,00,24,ns
28943,00,00,00,00,499.99,ms
28944,10,00,00,00,64,ns
28945,11,00,00,00,500.01,ms
28946,01,00,00,00,16,ns
28947,00,00,00,00,499.96,ms
28948,10,00,00,00,48,ns
28949,11,00,00,00,499.97,ms
28950,01,00,00,00,8,ns
28951,00,00,00,00,500.00,ms
28952,01,00,00,00,8,ns
28953,11,00,00,00,499.99,ms
28954,10,00,00,00,32,ns
28955,00,00,00,00,499.99,ms
28956,01,00,00,00,8,ns
28957,11,00,00,00,499.99,ms
28958,10,00,00,00,32,ns
28959,00,00,00,00,499.99,ms
28960,01,00,00,00,40,ns
28961,11,00,00,00,499.99,ms
28962,10,00,00,00,8,ns
28963,00,00,00,00,499.99,ms
28964,01,00,00,00,8,ns
28965,11,00,00,00,499.99,ms
28966,10,00,00,00,8,ns
28967,00,00,00,00,499.99,ms
28968,01,00,00,00,24,ns
28969,11,00,00,00,499.99,ms
28970,10,00,00,00,8,ns
28971,00,00,00,00,499.99,ms
28972,01,00,00,00,48,ns
28973,11,00,00,00,499.99,ms
28974,10,00,00,00,8,ns
28975,00,00,00,00,499.99,ms
28976,01,00,00,00,16,ns
28977,11,00,00,00,499.99,ms
28978,01,00,00,00,16,ns
28979,00,00,00,00,499.99,ms
28980,10,00,00,00,8,ns
28981,11,00,00,00,499.99,ms
28982,10,00,00,00,24,ns
28983,00,00,00,00,499.99,ms
28984,11,00,00,00,500.01,ms
28985,00,00,00,00,499.96,ms
28986,10,00,00,00,56,ns
28987,11,00,00,00,499.97,ms
28988,01,00,00,00,16,ns
28989,00,00,00,00,500.00,ms
28990,11,00,00,00,499.99,ms
28991,01,00,00,00,24,ns
28992,00,00,00,00,499.99,ms
28993,10,00,00,00,32,ns
28994,11,00,00,00,499.99,ms
28995,01,00,00,00,24,ns
28996,00,00,00,00,499.99,ms
28997,10,00,00,00,24,ns
28998,11,00,00,00,499.99,ms
28999,01,00,00,00,32,ns
29000,00,00,00,00,499.99,ms
29001,11,00,00,00,499.99,ms
29002,01,00,00,00,32,ns
29003,00,00,00,00,499.99,ms
29004,10,00,00,00,32,ns
29005,11,00,00,00,499.99,ms
29006,01,00,00,00,16,ns
29007,00,00,00,00,499.99,ms
29008,10,00,00,00,8,ns
29009,11,00,00,00,499.99,ms
29010,01,00,00,00,32,ns
29011,00,00,00,00,499.99,ms
29012,10,00,00,00,40,ns
29013,11,00,00,00,499.99,ms
29014,01,00,00,00,16,ns
29015,00,00,00,00,499.99,ms
29016,10,00,00,00,48,ns
29017,11,00,00,00,499.99,ms
29018,01,00,00,00,56,ns
29019,00,00,00,00,499.99,ms
29020,10,00,00,00,56,ns
29021,11,00,00,00,500.01,ms
29022,01,00,00,00,8,ns
29023,00,00,00,00,499.96,ms
29024,10,00,00,00,64,ns
29025,11,00,00,00,499.97,ms
29026,10,00,00,00,32,ns
29027,00,00,00,00,500.00,ms
29028,01,00,00,00,24,ns
29029,11,00,00,00,499.99,ms
29030,10,00,00,00,48,ns
29031,00,00,00,00,499.99,ms
29032,01,00,00,00,56,ns
29033,11,00,00,00,499.99,ms
29034,10,00,00,00,40,ns
29035,00,00,00,00,499.99,ms
29036,01,00,00,00,40,ns
29037,11,00,00,00,499.99,ms
29038,10,00,00,00,72,ns
29039,00,00,00,00,499.99,ms
29040,01,00,00,00,72,ns
29041,11,00,00,00,499.99,ms
29042,10,00,00,00,56,ns
29043,00,00,00,00,499.99,ms
29044,01,00,00,00,32,ns
29045,11,00,00,00,499.99,ms
29046,10,00,00,00,16,ns
29047,00,00,00,00,499.99,ms
29048,01,00,00,00,56,ns
29049,11,00,00,00,499.99,ms
29050,10,00,00,00,40,ns
29051,00,00,00,00,499.99,ms
29052,01,00,00,00,24,ns
29053,11,00,00,00,499.99,ms
29054,10,00,00,00,24,ns
29055,00,00,00,00,499.99,ms
29056,01,00,00,00,24,ns
29057,11,00,00,00,499.99,ms
29058,10,00,00,00,24,ns
29059,00,00,00,00,499.99,ms
29060,01,00,00,00,16,ns
29061,11,00,00,00,500.01,ms
29062,10,00,00,00,8,ns
29063,00,00,00,00,499.96,ms
29064,01,00,00,00,32,ns
29065,11,00,00,00,499.97,ms
29066,10,00,00,00,8,ns
29067,00,00,00,00,500.00,ms
29068,01,00,00,00,8,ns
29069,11,00,00,00,499.99,ms
29070,10,00,00,00,40,ns
29071,00,00,00,00,499.99,ms
29072,10,00,00,00,24,ns
29073,11,00,00,00,499.99,ms
29074,00,00,00,00,499.99,ms
29075,01,00,00,00,8,ns
29076,11,00,00,00,499.99,ms
29077,10,00,00,00,32,ns
29078,00,00,00,00,499.99,ms
29079,01,00,00,00,40,ns
29080,11,00,00,00,499.99,ms
29081,10,00,00,00,8,ns
29082,00,00,00,00,499.99,ms
29083,01,00,00,00,16,ns
29084,11,00,00,00,499.99,ms
29085,01,00,00,00,8,ns
29086,00,00,00,00,499.99,ms
29087,01,00,00,00,40,ns
29088,11,00,00,00,499.99,ms
29089,10,00,00,00,8,ns
29090,00,00,00,00,499.99,ms
29091,01,00,00,00,8,ns
29092,11,00,00,00,499.99,ms
29093,01,00,00,00,8,ns
29094,00,00,00,00,499.99,ms
29095,11,00,00,00,499.99,ms
29096,10,00,00,00,24,ns
29097,00,00,00,00,499.99,ms
29098,11,00,00,00,500.01,ms
29099,01,00,00,00,48,ns
29100,00,00,00,00,499.96,ms
29101,01,00,00,00,24,ns
29102,11,00,00,00,499.97,ms
29103,01,00,00,00,24,ns
29104,00,00,00,00,500.00,ms
29105,10,00,00,00,16,ns
29106,11,00,00,00,499.99,ms
29107,01,00,00,00,16,ns
29108,00,00,00,00,499.99,ms
29109,10,00,00,00,48,ns
29110,11,00,00,00,499.99,ms
29111,01,00,00,00,40,ns
29112,00,00,00,00,499.99,ms
29113,10,00,00,00,56,ns
29114,11,00,00,00,499.99,ms
29115,01,00,00,00,48,ns
29116,00,00,00,00,499.99,ms
29117,10,00,00,00,72,ns
29118,11,00,00,00,499.99,ms
29119,01,00,00,00,32,ns
29120,00,00,00,00,499.99,ms
29121,10,00,00,00,24,ns
29122,11,00,00,00,499.99,ms
29123,01,00,00,00,24,ns
29124,00,00,00,00,499.99,ms
29125,10,00,00,00,40,ns
29126,11,00,00,00,499.99,ms
29127,01,00,00,00,32,ns
29128,00,00,00,00,499.99,ms
29129,10,00,00,00,16,ns
29130,11,00,00,00,499.99,ms
29131,01,00,00,00,72,ns
29132,00,00,00,00,499.99,ms
29133,10,00,00,00,40,ns
29134,11,00,00,00,499.99,ms
29135,01,00,00,00,56,ns
29136,00,00,00,00,499.99,ms
29137,10,00,00,00,40,ns
29138,11,00,00,00,500.01,ms
29139,10,00,00,00,16,ns
29140,00,00,00,00,499.96,ms
29141,10,00,00,00,40,ns
29142,11,00,00,00,499.97,ms
29143,10,00,00,00,8,ns
29144,00,00,00,00,500.00,ms
29145,01,00,00,00,16,ns
29146,11,00,00,00,499.99,ms
29147,10,00,00,00,32,ns
29148,00,00,00,00,499.99,ms
29149,10,00,00,00,32,ns
29150,11,00,00,00,499.99,ms
29151,10,00,00,00,32,ns
29152,00,00,00,00,499.99,ms
29153,01,00,00,00,8,ns
29154,11,00,00,00,499.99,ms
29155,10,00,00,00,16,ns
29156,00,00,00,00,499.99,ms
29157,01,00,00,00,16,ns
29158,11,00,00,00,499.99,ms
29159,10,00,00,00,16,ns
29160,00,00,00,00,499.99,ms
29161,01,00,00,00,56,ns
29162,11,00,00,00,499.99,ms
29163,10,00,00,00,40,ns
29164,00,00,00,00,499.99,ms
29165,01,00,00,00,16,ns
29166,11,00,00,00,499.99,ms
29167,10,00,00,00,40,ns
29168,00,00,00,00,499.99,ms
29169,01,00,00,00,8,ns
29170,11,00,00,00,499.99,ms
29171,10,00,00,00,16,ns
29172,00,00,00,00,499.99,ms
29173,01,00,00,00,72,ns
29174,11,00,00,00,499.99,ms
29175,10,00,00,00,24,ns
29176,00,00,00,00,499.99,ms
29177,01,00,00,00,16,ns
29178,11,00,00,00,500.01,ms
29179,00,00,00,00,499.96,ms
29180,01,00,00,00,48,ns
29181,11,00,00,00,499.97,ms
29182,10,00,00,00,8,ns
29183,00,00,00,00,500.00,ms
29184,01,00,00,00,24,ns
29185,11,00,00,00,499.99,ms
29186,10,00,00,00,8,ns
29187,00,00,00,00,499.99,ms
29188,10,00,00,00,16,ns
29189,11,00,00,00,499.99,ms
29190,10,00,00,00,8,ns
29191,00,00,00,00,499.99,ms
29192,10,00,00,00,24,ns
29193,11,00,00,00,499.99,ms
29194,01,00,00,00,16,ns
29195,00,00,00,00,499.99,ms
29196,01,00,00,00,48,ns
29197,11,00,00,00,499.99,ms
29198,10,00,00,00,16,ns
29199,00,00,00,00,499.99,ms
29200,01,00,00,00,32,ns
29201,11,00,00,00,499.99,ms
29202,10,00,00,00,16,ns
29203,00,00,00,00,499.99,ms
29204,01,00,00,00,16,ns
29205,11,00,00,00,499.99,ms
29206,10,00,00,00,16,ns
29207,00,00,00,00,499.99,ms
29208,01,00,00,00,24,ns
29209,11,00,00,00,499.99,ms
29210,10,00,00,00,24,ns
29211,00,00,00,00,499.99,ms
29212,01,00,00,00,16,ns
29213,11,00,00,00,499.99,ms
29214,10,00,00,00,16,ns
29215,00,00,00,00,499.99,ms
29216,01,00,00,00,40,ns
29217,11,00,00,00,500.01,ms
29218,10,00,00,00,8,ns
29219,00,00,00,00,499.96,ms
29220,01,00,00,00,40,ns
29221,11,00,00,00,499.97,ms
29222,10,00,00,00,16,ns
29223,00,00,00,00,500.00,ms
29224,01,00,00,00,64,ns
29225,11,00,00,00,499.99,ms
29226,10,00,00,00,56,ns
29227,00,00,00,00,499.99,ms
29228,01,00,00,00,48,ns
29229,11,00,00,00,499.99,ms
29230,10,00,00,00,40,ns
29231,00,00,00,00,499.99,ms
29232,01,00,00,00,40,ns
29233,11,00,00,00,499.99,ms
29234,10,00,00,00,56,ns
29235,00,00,00,00,499.99,ms
29236,01,00,00,00,8,ns
29237,11,00,00,00,499.99,ms
29238,10,00,00,00,64,ns
29239,00,00,00,00,499.99,ms
29240,01,00,00,00,48,ns
29241,11,00,00,00,499.99,ms
29242,10,00,00,00,16,ns
29243,00,00,00,00,499.99,ms
29244,01,00,00,00,32,ns
29245,11,00,00,00,499.99,ms
29246,10,00,00,00,40,ns
29247,00,00,00,00,499.99,ms
29248,01,00,00,00,48,ns
29249,11,00,00,00,499.99,ms
29250,10,00,00,00,64,ns
29251,00,00,00,00,499.99,ms
29252,01,00,00,00,24,ns
29253,11,00,00,00,499.99,ms
29254,10,00,00,00,24,ns
29255,00,00,00,00,499.99,ms
29256,01,00,00,00,64,ns
29257,11,00,00,00,500.01,ms
29258,01,00,00,00,8,ns
29259,00,00,00,00,499.96,ms
29260,01,00,00,00,56,ns
29261,11,00,00,00,499.97,ms
29262,10,00,00,00,8,ns
29263,00,00,00,00,500.00,ms
29264,10,00,00,00,8,ns
29265,11,00,00,00,499.99,ms
29266,00,00,00,00,499.99,ms
29267,10,00,00,00,24,ns
29268,11,00,00,00,499.99,ms
29269,01,00,00,00,24,ns
29270,00,00,00,00,499.99,ms
29271,10,00,00,00,32,ns
29272,11,00,00,00,499.99,ms
29273,10,00,00,00,40,ns
29274,00,00,00,00,499.99,ms
29275,01,00,00,00,24,ns
29276,11,00,00,00,499.99,ms
29277,10,00,00,00,24,ns
29278,00,00,00,00,499.99,ms
29279,01,00,00,00,16,ns
29280,11,00,00,00,499.99,ms
29281,10,00,00,00,48,ns
29282,00,00,00,00,499.99,ms
29283,01,00,00,00,40,ns
29284,11,00,00,00,499.99,ms
29285,10,00,00,00,64,ns
29286,00,00,00,00,499.99,ms
29287,10,00,00,00,8,ns
29288,11,00,00,00,499.99,ms
29289,10,00,00,00,8,ns
29290,00,00,00,00,499.99,ms
29291,01,00,00,00,40,ns
29292,11,00,00,00,499.99,ms
29293,10,00,00,00,8,ns
29294,00,00,00,00,499.99,ms
29295,01,00,00,00,64,ns
29296,11,00,00,00,500.01,ms
29297,01,00,00,00,16,ns
29298,00,00,00,00,499.96,ms
29299,01,00,00,00,48,ns
29300,11,00,00,00,499.97,ms
29301,10,00,00,00,8,ns
29302,00,00,00,00,500.00,ms
29303,01,00,00,00,8,ns
29304,11,00,00,00,499.99,ms
29305,10,00,00,00,16,ns
29306,00,00,00,00,499.99,ms
29307,10,00,00,00,16,ns
29308,11,00,00,00,499.99,ms
29309,01,00,00,00,16,ns
29310,00,00,00,00,499.99,ms
29311,01,00,00,00,8,ns
29312,11,00,00,00,499.99,ms
29313,01,00,00,00,16,ns
29314,00,00,00,00,499.99,ms
29315,01,00,00,00,16,ns
29316,11,00,00,00,499.99,ms
29317,10,00,00,00,8,ns
29318,00,00,00,00,499.99,ms
29319,01,00,00,00,40,ns
29320,11,00,00,00,499.99,ms
29321,10,00,00,00,16,ns
29322,00,00,00,00,499.99,ms
29323,01,00,00,00,24,ns
29324,11,00,00,00,499.99,ms
29325,10,00,00,00,24,ns
29326,00,00,00,00,499.99,ms
29327,01,00,00,00,64,ns
29328,11,00,00,00,499.99,ms
29329,10,00,00,00,32,ns
29330,00,00,00,00,499.99,ms
29331,01,00,00,00,16,ns
29332,11,00,00,00,499.99,ms
29333,01,00,00,00,24,ns
29334,00,00,00,00,499.99,ms
29335,01,00,00,00,48,ns
29336,11,00,00,00,500.01,ms
29337,01,00,00,00,8,ns
29338,00,00,00,00,499.96,ms
29339,01,00,00,00,40,ns
29340,11,00,00,00,499.97,ms
29341,10,00,00,00,8,ns
29342,00,00,00,00,500.00,ms
29343,10,00,00,00,16,ns
29344,11,00,00,00,499.99,ms
29345,10,00,00,00,8,ns
29346,00,00,00,00,499.99,ms
29347,10,00,00,00,8,ns
29348,11,00,00,00,499.99,ms
29349,01,00,00,00,8,ns
29350,00,00,00,00,499.99,ms
29351,10,00,00,00,24,ns
29352,11,00,00,00,499.99,ms
29353,01,00,00,00,16,ns
29354,00,00,00,00,499.99,ms
29355,01,00,00,00,32,ns
29356,11,00,00,00,499.99,ms
29357,10,00,00,00,32,ns
29358,00,00,00,00,499.99,ms
29359,01,00,00,00,16,ns
29360,11,00,00,00,499.99,ms
29361,10,00,00,00,8,ns
29362,00,00,00,00,499.99,ms
29363,01,00,00,00,16,ns
29364,11,00,00,00,499.99,ms
29365,10,00,00,00,32,ns
29366,00,00,00,00,499.99,ms
29367,01,00,00,00,16,ns
29368,11,00,00,00,499.99,ms
29369,00,00,00,00,499.99,ms
29370,01,00,00,00,32,ns
29371,11,00,00,00,499.99,ms
29372,10,00,00,00,8,ns
29373,00,00,00,00,499.99,ms
29374,01,00,00,00,56,ns
29375,11,00,00,00,500.01,ms
29376,10,00,00,00,24,ns
29377,00,00,00,00,499.96,ms
29378,01,00,00,00,48,ns
29379,11,00,00,00,499.97,ms
29380,10,00,00,00,16,ns
29381,00,00,00,00,500.00,ms
29382,10,00,00,00,16,ns
29383,11,00,00,00,499.99,ms
29384,01,00,00,00,24,ns
29385,00,00,00,00,499.99,ms
29386,01,00,00,00,16,ns
29387,11,00,00,00,499.99,ms
29388,10,00,00,00,24,ns
29389,00,00,00,00,499.99,ms
29390,01,00,00,00,48,ns
29391,11,00,00,00,499.99,ms
29392,10,00,00,00,24,ns
29393,00,00,00,00,499.99,ms
29394,01,00,00,00,24,ns
29395,11,00,00,00,499.99,ms
29396,10,00,00,00,24,ns
29397,00,00,00,00,499.99,ms
29398,01,00,00,00,16,ns
29399,11,00,00,00,499.99,ms
29400,10,00,00,00,24,ns
29401,00,00,00,00,499.99,ms
29402,01,00,00,00,32,ns
29403,11,00,00,00,499.99,ms
29404,10,00,00,00,40,ns
29405,00,00,00,00,499.99,ms
29406,01,00,00,00,32,ns
29407,11,00,00,00,499.99,ms
29408,10,00,00,00,32,ns
29409,00,00,00,00,499.99,ms
29410,01,00,00,00,80,ns
29411,11,00,00,00,499.99,ms
29412,10,00,00,00,40,ns
29413,00,00,00,00,499.99,ms
29414,11,00,00,00,500.01,ms
29415,00,00,00,00,499.96,ms
29416,10,00,00,00,8,ns
29417,11,00,00,00,499.97,ms
29418,10,00,00,00,16,ns
29419,00,00,00,00,500.00,ms
29420,01,00,00,00,16,ns
29421,11,00,00,00,499.99,ms
29422,01,00,00,00,8,ns
29423,00,00,00,00,499.99,ms
29424,01,00,00,00,16,ns
29425,11,00,00,00,499.99,ms
29426,10,00,00,00,32,ns
29427,00,00,00,00,499.99,ms
29428,01,00,00,00,16,ns
29429,11,00,00,00,499.99,ms
29430,10,00,00,00,16,ns
29431,00,00,00,00,499.99,ms
29432,01,00,00,00,24,ns
29433,11,00,00,00,499.99,ms
29434,10,00,00,00,64,ns
29435,00,00,00,00,499.99,ms
29436,01,00,00,00,8,ns
29437,11,00,00,00,499.99,ms
29438,01,00,00,00,8,ns
29439,00,00,00,00,499.99,ms
29440,01,00,00,00,56,ns
29441,11,00,00,00,499.99,ms
29442,10,00,00,00,32,ns
29443,00,00,00,00,499.99,ms
29444,01,00,00,00,48,ns
29445,11,00,00,00,499.99,ms
29446,10,00,00,00,40,ns
29447,00,00,00,00,499.99,ms
29448,01,00,00,00,40,ns
29449,11,00,00,00,499.99,ms
29450,10,00,00,00,64,ns
29451,00,00,00,00,499.99,ms
29452,01,00,00,00,16,ns
29453,11,00,00,00,500.01,ms
29454,00,00,00,00,499.96,ms
29455,01,00,00,00,48,ns
29456,11,00,00,00,499.97,ms
29457,10,00,00,00,24,ns
29458,00,00,00,00,500.00,ms
29459,01,00,00,00,16,ns
29460,11,00,00,00,499.99,ms
29461,01,00,00,00,8,ns
29462,00,00,00,00,499.99,ms
29463,01,00,00,00,48,ns
29464,11,00,00,00,499.99,ms
29465,10,00,00,00,48,ns
29466,00,00,00,00,499.99,ms
29467,01,00,00,00,24,ns
29468,11,00,00,00,499.99,ms
29469,10,00,00,00,32,ns
29470,00,00,00,00,499.99,ms
29471,01,00,00,00,56,ns
29472,11,00,00,00,499.99,ms
29473,10,00,00,00,64,ns
29474,00,00,00,00,499.99,ms
29475,01,00,00,00,80,ns
29476,11,00,00,00,499.99,ms
29477,10,00,00,00,32,ns
29478,00,00,00,00,499.99,ms
29479,01,00,00,00,32,ns
29480,11,00,00,00,499.99,ms
29481,10,00,00,00,40,ns
29482,00,00,00,00,499.99,ms
29483,01,00,00,00,40,ns
29484,11,00,00,00,499.99,ms
29485,10,00,00,00,56,ns
29486,00,00,00,00,499.99,ms
29487,01,00,00,00,56,ns
29488,11,00,00,00,499.99,ms
29489,10,00,00,00,56,ns
29490,00,00,00,00,499.99,ms
29491,01,00,00,00,64,ns
29492,11,00,00,00,500.01,ms
29493,01,00,00,00,24,ns
29494,00,00,00,00,499.96,ms
29495,01,00,00,00,32,ns
29496,11,00,00,00,499.97,ms
29497,10,00,00,00,40,ns
29498,00,00,00,00,500.00,ms
29499,01,00,00,00,40,ns
29500,11,00,00,00,499.99,ms
29501,10,00,00,00,56,ns
29502,00,00,00,00,499.99,ms
29503,01,00,00,00,48,ns
29504,11,00,00,00,499.99,ms
29505,10,00,00,00,56,ns
29506,00,00,00,00,499.99,ms
29507,01,00,00,00,56,ns
29508,11,00,00,00,499.99,ms
29509,10,00,00,00,64,ns
29510,00,00,00,00,499.99,ms
29511,01,00,00,00,80,ns
29512,11,00,00,00,499.99,ms
29513,10,00,00,00,56,ns
29514,00,00,00,00,499.99,ms
29515,01,00,00,00,40,ns
29516,11,00,00,00,499.99,ms
29517,10,00,00,00,80,ns
29518,00,00,00,00,499.99,ms
29519,01,00,00,00,88,ns
29520,11,00,00,00,499.99,ms
29521,10,00,00,00,56,ns
29522,00,00,00,00,499.99,ms
29523,01,00,00,00,80,ns
29524,11,00,00,00,499.99,ms
29525,10,00,00,00,48,ns
29526,00,00,00,00,499.99,ms
29527,01,00,00,00,72,ns
29528,11,00,00,00,499.99,ms
29529,10,00,00,00,96,ns
29530,00,00,00,00,499.99,ms
29531,01,00,00,00,88,ns
29532,11,00,00,00,500.01,ms
29533,10,00,00,00,24,ns
29534,00,00,00,00,499.96,ms
29535,01,00,00,00,112,ns
29536,11,00,00,00,499.97,ms
29537,01,00,00,00,32,ns
29538,00,00,00,00,500.00,ms
29539,11,00,00,00,499.99,ms
29540,01,00,00,00,64,ns
29541,00,00,00,00,499.99,ms
29542,10,00,00,00,24,ns
29543,11,00,00,00,499.99,ms
29544,10,00,00,00,16,ns
29545,00,00,00,00,499.99,ms
29546,10,00,00,00,16,ns
29547,11,00,00,00,499.99,ms
29548,01,00,00,00,16,ns
29549,00,00,00,00,499.99,ms
29550,01,00,00,00,24,ns
29551,11,00,00,00,499.99,ms
29552,01,00,00,00,32,ns
29553,00,00,00,00,499.99,ms
29554,10,00,00,00,8,ns
29555,11,00,00,00,499.99,ms
29556,01,00,00,00,40,ns
29557,00,00,00,00,499.99,ms
29558,11,00,00,00,499.99,ms
29559,01,00,00,00,24,ns
29560,00,00,00,00,499.99,ms
29561,01,00,00,00,8,ns
29562,11,00,00,00,499.99,ms
29563,01,00,00,00,32,ns
29564,00,00,00,00,499.99,ms
29565,01,00,00,00,16,ns
29566,11,00,00,00,499.99,ms
29567,10,00,00,00,8,ns
29568,00,00,00,00,499.99,ms
29569,01,00,00,00,16,ns
29570,11,00,00,00,500.01,ms
29571,00,00,00,00,499.96,ms
29572,01,00,00,00,8,ns
29573,11,00,00,00,499.97,ms
29574,01,00,00,00,8,ns
29575,00,00,00,00,500.00,ms
29576,10,00,00,00,8,ns
29577,11,00,00,00,499.99,ms
29578,01,00,00,00,32,ns
29579,00,00,00,00,499.99,ms
29580,10,00,00,00,16,ns
29581,11,00,00,00,499.99,ms
29582,10,00,00,00,16,ns
29583,00,00,00,00,499.99,ms
29584,11,00,00,00,499.99,ms
29585,10,00,00,00,8,ns
29586,00,00,00,00,499.99,ms
29587,01,00,00,00,8,ns
29588,11,00,00,00,499.99,ms
29589,10,00,00,00,32,ns
29590,00,00,00,00,499.99,ms
29591,01,00,00,00,16,ns
29592,11,00,00,00,499.99,ms
29593,10,00,00,00,56,ns
29594,00,00,00,00,499.99,ms
29595,01,00,00,00,16,ns
29596,11,00,00,00,499.99,ms
29597,10,00,00,00,48,ns
29598,00,00,00,00,499.99,ms
29599,01,00,00,00,24,ns
29600,11,00,00,00,499.99,ms
29601,10,00,00,00,16,ns
29602,00,00,00,00,499.99,ms
29603,01,00,00,00,64,ns
29604,11,00,00,00,499.99,ms
29605,10,00,00,00,72,ns
29606,00,00,00,00,499.99,ms
29607,01,00,00,00,56,ns
29608,11,00,00,00,500.01,ms
29609,10,00,00,00,32,ns
29610,00,00,00,00,499.96,ms
29611,01,00,00,00,16,ns
29612,11,00,00,00,499.97,ms
29613,00,00,00,00,500.00,ms
29614,01,00,00,00,48,ns
29615,11,00,00,00,499.99,ms
29616,10,00,00,00,24,ns
29617,00,00,00,00,499.99,ms
29618,01,00,00,00,16,ns
29619,11,00,00,00,499.99,ms
29620,00,00,00,00,499.99,ms
29621,01,00,00,00,24,ns
29622,11,00,00,00,499.99,ms
29623,10,00,00,00,40,ns
29624,00,00,00,00,499.99,ms
29625,01,00,00,00,8,ns
29626,11,00,00,00,499.99,ms
29627,10,00,00,00,8,ns
29628,00,00,00,00,499.99,ms
29629,10,00,00,00,16,ns
29630,11,00,00,00,499.99,ms
29631,10,00,00,00,8,ns
29632,00,00,00,00,499.99,ms
29633,01,00,00,00,40,ns
29634,11,00,00,00,499.99,ms
29635,01,00,00,00,8,ns
29636,00,00,00,00,499.99,ms
29637,10,00,00,00,8,ns
29638,11,00,00,00,499.99,ms
29639,00,00,00,00,499.99,ms
29640,11,00,00,00,499.99,ms
29641,00,00,00,00,499.99,ms
29642,10,00,00,00,24,ns
29643,11,00,00,00,500.01,ms
29644,00,00,00,00,499.96,ms
29645,10,00,00,00,24,ns
29646,11,00,00,00,499.97,ms
29647,01,00,00,00,24,ns
29648,00,00,00,00,500.00,ms
29649,10,00,00,00,32,ns
29650,11,00,00,00,499.99,ms
29651,00,00,00,00,499.99,ms
29652,11,00,00,00,499.99,ms
29653,01,00,00,00,24,ns
29654,00,00,00,00,499.99,ms
29655,10,00,00,00,24,ns
29656,11,00,00,00,499.99,ms
29657,00,00,00,00,499.99,ms
29658,10,00,00,00,8,ns
