Sample#,gps_arduino,gps_rpi,gps_pure,mote,SampleTime,units
68,01,00,00,00,1.62,us
69,00,00,00,00,499.99,ms
70,10,00,00,00,1.26,us
71,11,00,00,00,499.99,ms
72,01,00,00,00,896,ns
73,00,00,00,00,499.99,ms
74,10,00,00,00,568,ns
75,11,00,00,00,499.99,ms
76,01,00,00,00,184,ns
77,00,00,00,00,499.99,ms
78,01,00,00,00,152,ns
79,11,00,00,00,499.99,ms
80,10,00,00,00,560,ns
81,00,00,00,00,499.99,ms
82,01,00,00,00,904,ns
83,11,00,00,00,499.99,ms
84,10,00,00,00,1.26,us
85,00,00,00,00,499.99,ms
86,01,00,00,00,1.62,us
87,11,00,00,00,499.99,ms
88,10,00,00,00,1.98,us
89,00,00,00,00,499.99,ms
90,01,00,00,00,2.38,us
91,11,00,00,00,499.98,ms
92,10,00,00,00,2.70,us
93,00,00,00,00,499.98,ms
94,01,00,00,00,3.10,us
95,11,00,00,00,499.98,ms
96,10,00,00,00,3.45,us
97,00,00,00,00,499.98,ms
98,01,00,00,00,3.77,us
99,11,00,00,00,499.98,ms
100,10,00,00,00,4.14,us
101,00,00,00,00,499.98,ms
102,01,00,00,00,4.54,us
103,11,00,00,00,499.88,ms
104,01,00,00,00,872,ns
105,00,00,00,00,500.11,ms
106,10,00,00,00,1.97,us
107,11,00,00,00,499.99,ms
108,01,00,00,00,1.63,us
109,00,00,00,00,499.99,ms
110,10,00,00,00,1.24,us
111,11,00,00,00,499.99,ms
112,01,00,00,00,928,ns
113,00,00,00,00,499.99,ms
114,10,00,00,00,600,ns
115,11,00,00,00,499.99,ms
116,01,00,00,00,208,ns
117,00,00,00,00,499.99,ms
118,01,00,00,00,128,ns
119,11,00,00,00,499.99,ms
120,10,00,00,00,480,ns
121,00,00,00,00,499.99,ms
122,01,00,00,00,872,ns
123,11,00,00,00,499.99,ms
124,10,00,00,00,1.24,us
125,00,00,00,00,499.99,ms
126,01,00,00,00,1.58,us
127,11,00,00,00,499.99,ms
128,10,00,00,00,1.94,us
129,00,00,00,00,499.99,ms
130,01,00,00,00,2.30,us
131,11,00,00,00,499.99,ms
132,10,00,00,00,2.70,us
133,00,00,00,00,499.98,ms
134,01,00,00,00,3.02,us
135,11,00,00,00,499.98,ms
136,10,00,00,00,3.39,us
137,00,00,00,00,499.98,ms
138,01,00,00,00,3.77,us
139,11,00,00,00,499.98,ms
140,10,00,00,00,4.10,us
141,00,00,00,00,499.98,ms
142,01,00,00,00,4.46,us
143,11,00,00,00,499.88,ms
144,01,00,00,00,848,ns
145,00,00,00,00,500.11,ms
146,10,00,00,00,1.99,us
147,11,00,00,00,499.99,ms
148,01,00,00,00,1.68,us
149,00,00,00,00,499.99,ms
150,10,00,00,00,1.28,us
151,11,00,00,00,499.99,ms
152,01,00,00,00,880,ns
153,00,00,00,00,499.99,ms
154,10,00,00,00,600,ns
155,11,00,00,00,499.99,ms
156,01,00,00,00,200,ns
157,00,00,00,00,499.99,ms
158,01,00,00,00,160,ns
159,11,00,00,00,499.99,ms
160,10,00,00,00,528,ns
161,00,00,00,00,499.99,ms
162,01,00,00,00,848,ns
163,11,00,00,00,499.99,ms
164,10,00,00,00,1.26,us
165,00,00,00,00,499.99,ms
166,01,00,00,00,1.64,us
167,11,00,00,00,499.99,ms
168,10,00,00,00,2.00,us
169,00,00,00,00,499.99,ms
170,01,00,00,00,2.33,us
171,11,00,00,00,499.98,ms
172,10,00,00,00,2.73,us
173,00,00,00,00,499.98,ms
174,01,00,00,00,3.06,us
175,11,00,00,00,499.98,ms
176,10,00,00,00,3.42,us
177,00,00,00,00,499.98,ms
178,01,00,00,00,3.78,us
179,11,00,00,00,499.98,ms
180,10,00,00,00,4.14,us
181,00,00,00,00,499.98,ms
182,01,00,00,00,4.50,us
183,11,00,00,00,499.88,ms
184,01,00,00,00,848,ns
185,00,00,00,00,500.11,ms
186,10,00,00,00,2.00,us
187,11,00,00,00,499.99,ms
188,01,00,00,00,1.62,us
189,00,00,00,00,499.99,ms
190,10,00,00,00,1.26,us
191,11,00,00,00,499.99,ms
192,01,00,00,00,952,ns
193,00,00,00,00,499.99,ms
194,10,00,00,00,536,ns
195,11,00,00,00,499.99,ms
196,01,00,00,00,200,ns
197,00,00,00,00,499.99,ms
198,01,00,00,00,184,ns
199,11,00,00,00,499.99,ms
200,10,00,00,00,504,ns
201,00,00,00,00,499.99,ms
202,01,00,00,00,864,ns
203,11,00,00,00,499.99,ms
204,10,00,00,00,1.21,us
205,00,00,00,00,499.99,ms
206,01,00,00,00,1.62,us
207,11,00,00,00,499.99,ms
208,10,00,00,00,1.96,us
209,00,00,00,00,499.99,ms
210,01,00,00,00,2.30,us
211,11,00,00,00,499.98,ms
212,10,00,00,00,2.66,us
213,00,00,00,00,499.98,ms
214,01,00,00,00,3.06,us
215,11,00,00,00,499.98,ms
216,10,00,00,00,3.40,us
217,00,00,00,00,499.98,ms
218,01,00,00,00,3.74,us
219,11,00,00,00,499.98,ms
220,10,00,00,00,4.10,us
221,00,00,00,00,499.98,ms
222,01,00,00,00,4.46,us
223,11,00,00,00,499.88,ms
224,01,00,00,00,928,ns
225,00,00,00,00,500.11,ms
226,10,00,00,00,2.06,us
227,11,00,00,00,499.99,ms
228,01,00,00,00,1.71,us
229,00,00,00,00,499.99,ms
230,10,00,00,00,1.34,us
231,11,00,00,00,499.99,ms
232,01,00,00,00,976,ns
233,00,00,00,00,499.99,ms
234,10,00,00,00,640,ns
235,11,00,00,00,499.99,ms
236,01,00,00,00,280,ns
237,00,00,00,00,499.99,ms
238,01,00,00,00,80,ns
239,11,00,00,00,499.99,ms
240,10,00,00,00,424,ns
241,00,00,00,00,499.99,ms
242,01,00,00,00,776,ns
243,11,00,00,00,499.99,ms
244,10,00,00,00,1.17,us
245,00,00,00,00,499.99,ms
246,01,00,00,00,1.50,us
247,11,00,00,00,499.99,ms
248,10,00,00,00,1.89,us
249,00,00,00,00,499.99,ms
250,01,00,00,00,2.22,us
251,11,00,00,00,499.99,ms
252,10,00,00,00,2.56,us
253,00,00,00,00,499.98,ms
254,01,00,00,00,2.88,us
255,11,00,00,00,499.98,ms
256,10,00,00,00,3.27,us
257,00,00,00,00,499.98,ms
258,01,00,00,00,3.62,us
259,11,00,00,00,499.98,ms
260,10,00,00,00,3.96,us
261,00,00,00,00,499.98,ms
262,01,00,00,00,4.34,us
263,11,00,00,00,499.88,ms
264,01,00,00,00,944,ns
265,00,00,00,00,500.11,ms
266,10,00,00,00,2.13,us
267,11,00,00,00,499.99,ms
268,01,00,00,00,1.78,us
269,00,00,00,00,499.99,ms
270,10,00,00,00,1.40,us
271,11,00,00,00,499.99,ms
272,01,00,00,00,1.01,us
273,00,00,00,00,499.99,ms
274,10,00,00,00,680,ns
275,11,00,00,00,499.99,ms
276,01,00,00,00,336,ns
277,00,00,00,00,499.99,ms
278,01,00,00,00,32,ns
279,11,00,00,00,499.99,ms
280,10,00,00,00,368,ns
281,00,00,00,00,499.99,ms
282,01,00,00,00,768,ns
283,11,00,00,00,499.99,ms
284,10,00,00,00,1.11,us
285,00,00,00,00,499.99,ms
286,01,00,00,00,1.42,us
287,11,00,00,00,499.99,ms
288,10,00,00,00,1.79,us
289,00,00,00,00,499.99,ms
290,01,00,00,00,2.12,us
291,11,00,00,00,499.99,ms
292,10,00,00,00,2.51,us
293,00,00,00,00,499.98,ms
294,01,00,00,00,2.87,us
295,11,00,00,00,499.98,ms
296,10,00,00,00,3.17,us
297,00,00,00,00,499.98,ms
298,01,00,00,00,3.56,us
299,11,00,00,00,499.98,ms
300,10,00,00,00,3.90,us
301,00,00,00,00,499.98,ms
302,01,00,00,00,4.29,us
303,11,00,00,00,499.88,ms
304,01,00,00,00,928,ns
305,00,00,00,00,500.11,ms
306,10,00,00,00,2.08,us
307,11,00,00,00,499.99,ms
308,01,00,00,00,1.70,us
309,00,00,00,00,499.99,ms
310,10,00,00,00,1.36,us
311,11,00,00,00,499.99,ms
312,01,00,00,00,1.02,us
313,00,00,00,00,499.99,ms
314,10,00,00,00,656,ns
315,11,00,00,00,499.99,ms
316,01,00,00,00,336,ns
317,00,00,00,00,499.99,ms
318,01,00,00,00,64,ns
319,11,00,00,00,499.99,ms
320,10,00,00,00,392,ns
321,00,00,00,00,499.99,ms
322,01,00,00,00,784,ns
323,11,00,00,00,499.99,ms
324,10,00,00,00,1.10,us
325,00,00,00,00,499.99,ms
326,01,00,00,00,1.47,us
327,11,00,00,00,499.99,ms
328,10,00,00,00,1.81,us
329,00,00,00,00,499.99,ms
330,01,00,00,00,2.18,us
331,11,00,00,00,499.99,ms
332,10,00,00,00,2.50,us
333,00,00,00,00,499.98,ms
334,01,00,00,00,2.85,us
335,11,00,00,00,499.98,ms
336,10,00,00,00,3.20,us
337,00,00,00,00,499.98,ms
338,01,00,00,00,3.54,us
339,11,00,00,00,499.98,ms
340,10,00,00,00,3.90,us
341,00,00,00,00,499.98,ms
342,01,00,00,00,4.27,us
343,11,00,00,00,499.88,ms
344,01,00,00,00,848,ns
345,00,00,00,00,500.11,ms
346,10,00,00,00,2.01,us
347,11,00,00,00,499.99,ms
348,01,00,00,00,1.68,us
349,00,00,00,00,499.99,ms
350,10,00,00,00,1.30,us
351,11,00,00,00,499.99,ms
352,01,00,00,00,952,ns
353,00,00,00,00,499.99,ms
354,10,00,00,00,632,ns
355,11,00,00,00,499.99,ms
356,01,00,00,00,296,ns
357,00,00,00,00,499.99,ms
358,01,00,00,00,56,ns
359,11,00,00,00,499.99,ms
360,10,00,00,00,440,ns
361,00,00,00,00,499.99,ms
362,01,00,00,00,800,ns
363,11,00,00,00,499.99,ms
364,10,00,00,00,1.17,us
365,00,00,00,00,499.99,ms
366,01,00,00,00,1.49,us
367,11,00,00,00,499.99,ms
368,10,00,00,00,1.81,us
369,00,00,00,00,499.99,ms
370,01,00,00,00,2.17,us
371,11,00,00,00,499.99,ms
372,10,00,00,00,2.51,us
373,00,00,00,00,499.98,ms
374,01,00,00,00,2.86,us
375,11,00,00,00,499.98,ms
376,10,00,00,00,3.21,us
377,00,00,00,00,499.98,ms
378,01,00,00,00,3.55,us
379,11,00,00,00,499.98,ms
380,10,00,00,00,3.90,us
381,00,00,00,00,499.98,ms
382,01,00,00,00,4.22,us
383,11,00,00,00,499.88,ms
384,01,00,00,00,896,ns
385,00,00,00,00,500.11,ms
386,10,00,00,00,2.05,us
387,11,00,00,00,499.99,ms
388,01,00,00,00,1.72,us
389,00,00,00,00,499.99,ms
390,10,00,00,00,1.38,us
391,11,00,00,00,499.99,ms
392,01,00,00,00,1.02,us
393,00,00,00,00,499.99,ms
394,10,00,00,00,696,ns
395,11,00,00,00,499.99,ms
396,01,00,00,00,368,ns
397,00,00,00,00,499.99,ms
398,01,00,00,00,32,ns
399,11,00,00,00,499.99,ms
400,10,00,00,00,376,ns
401,00,00,00,00,499.99,ms
402,01,00,00,00,736,ns
403,11,00,00,00,499.99,ms
404,10,00,00,00,1.06,us
405,00,00,00,00,499.99,ms
406,01,00,00,00,1.42,us
407,11,00,00,00,499.99,ms
408,10,00,00,00,1.74,us
409,00,00,00,00,499.99,ms
410,01,00,00,00,2.10,us
411,11,00,00,00,499.99,ms
412,10,00,00,00,2.41,us
413,00,00,00,00,499.98,ms
414,01,00,00,00,2.81,us
415,11,00,00,00,499.98,ms
416,10,00,00,00,3.08,us
417,00,00,00,00,499.98,ms
418,01,00,00,00,3.47,us
419,11,00,00,00,499.98,ms
420,10,00,00,00,3.84,us
421,00,00,00,00,499.98,ms
422,01,00,00,00,4.11,us
423,11,00,00,00,499.88,ms
424,01,00,00,00,840,ns
425,00,00,00,00,500.11,ms
426,10,00,00,00,2.03,us
427,11,00,00,00,499.99,ms
428,01,00,00,00,1.68,us
429,00,00,00,00,499.99,ms
430,10,00,00,00,1.33,us
431,11,00,00,00,499.99,ms
432,01,00,00,00,992,ns
433,00,00,00,00,499.99,ms
434,10,00,00,00,656,ns
435,11,00,00,00,499.99,ms
436,01,00,00,00,304,ns
437,00,00,00,00,499.99,ms
438,01,00,00,00,40,ns
439,11,00,00,00,499.99,ms
440,10,00,00,00,336,ns
441,00,00,00,00,499.99,ms
442,01,00,00,00,688,ns
443,11,00,00,00,499.99,ms
444,10,00,00,00,1.06,us
445,00,00,00,00,499.99,ms
446,01,00,00,00,1.43,us
447,11,00,00,00,499.99,ms
448,10,00,00,00,1.74,us
449,00,00,00,00,499.99,ms
450,01,00,00,00,2.12,us
451,11,00,00,00,499.99,ms
452,10,00,00,00,2.43,us
453,00,00,00,00,499.98,ms
454,01,00,00,00,2.78,us
455,11,00,00,00,499.98,ms
456,10,00,00,00,3.15,us
457,00,00,00,00,499.98,ms
458,01,00,00,00,3.46,us
459,11,00,00,00,499.98,ms
460,10,00,00,00,3.79,us
461,00,00,00,00,499.98,ms
462,01,00,00,00,4.11,us
463,11,00,00,00,499.88,ms
464,01,00,00,00,856,ns
465,00,00,00,00,500.11,ms
466,10,00,00,00,2.01,us
467,11,00,00,00,499.99,ms
468,01,00,00,00,1.66,us
469,00,00,00,00,499.99,ms
470,10,00,00,00,1.31,us
471,11,00,00,00,499.99,ms
472,01,00,00,00,984,ns
473,00,00,00,00,499.99,ms
474,10,00,00,00,664,ns
475,11,00,00,00,499.99,ms
476,01,00,00,00,320,ns
477,00,00,00,00,499.99,ms
478,01,00,00,00,40,ns
479,11,00,00,00,499.99,ms
480,10,00,00,00,368,ns
481,00,00,00,00,499.99,ms
482,01,00,00,00,680,ns
483,11,00,00,00,499.99,ms
484,10,00,00,00,1.08,us
485,00,00,00,00,499.99,ms
486,01,00,00,00,1.40,us
487,11,00,00,00,499.99,ms
488,10,00,00,00,1.74,us
489,00,00,00,00,499.99,ms
490,01,00,00,00,2.07,us
491,11,00,00,00,499.99,ms
492,10,00,00,00,2.38,us
493,00,00,00,00,499.98,ms
494,01,00,00,00,2.74,us
495,11,00,00,00,499.98,ms
496,10,00,00,00,3.07,us
497,00,00,00,00,499.98,ms
498,01,00,00,00,3.42,us
499,11,00,00,00,499.98,ms
500,10,00,00,00,3.76,us
501,00,00,00,00,499.98,ms
502,01,00,00,00,4.08,us
503,11,00,00,00,499.88,ms
504,01,00,00,00,872,ns
505,00,00,00,00,500.11,ms
506,10,00,00,00,2.02,us
507,11,00,00,00,499.99,ms
508,01,00,00,00,1.68,us
509,00,00,00,00,499.99,ms
510,10,00,00,00,1.40,us
511,11,00,00,00,499.99,ms
512,01,00,00,00,1.00,us
513,00,00,00,00,499.99,ms
514,10,00,00,00,680,ns
515,11,00,00,00,499.99,ms
516,01,00,00,00,392,ns
517,00,00,00,00,499.99,ms
518,01,00,00,00,16,ns
519,11,00,00,00,499.99,ms
520,10,00,00,00,312,ns
521,00,00,00,00,499.99,ms
522,01,00,00,00,680,ns
523,11,00,00,00,499.99,ms
524,10,00,00,00,1.02,us
525,00,00,00,00,499.99,ms
526,01,00,00,00,1.34,us
527,11,00,00,00,499.99,ms
528,10,00,00,00,1.68,us
529,00,00,00,00,499.99,ms
530,01,00,00,00,2.02,us
531,11,00,00,00,499.99,ms
532,10,00,00,00,2.35,us
533,00,00,00,00,499.98,ms
534,01,00,00,00,2.68,us
535,11,00,00,00,499.98,ms
536,10,00,00,00,3.04,us
537,00,00,00,00,499.98,ms
538,01,00,00,00,3.39,us
539,11,00,00,00,499.98,ms
540,10,00,00,00,3.66,us
541,00,00,00,00,499.98,ms
542,01,00,00,00,4.00,us
543,11,00,00,00,499.88,ms
544,01,00,00,00,888,ns
545,00,00,00,00,500.11,ms
546,10,00,00,00,2.06,us
547,11,00,00,00,499.99,ms
548,01,00,00,00,1.74,us
549,00,00,00,00,499.99,ms
550,10,00,00,00,1.42,us
551,11,00,00,00,499.99,ms
552,01,00,00,00,1.06,us
553,00,00,00,00,499.99,ms
554,10,00,00,00,752,ns
555,11,00,00,00,499.99,ms
556,01,00,00,00,368,ns
557,00,00,00,00,499.99,ms
558,10,00,00,00,24,ns
559,11,00,00,00,499.99,ms
560,10,00,00,00,280,ns
561,00,00,00,00,499.99,ms
562,01,00,00,00,616,ns
563,11,00,00,00,499.99,ms
564,10,00,00,00,952,ns
565,00,00,00,00,499.99,ms
566,01,00,00,00,1.28,us
567,11,00,00,00,499.99,ms
568,10,00,00,00,1.64,us
569,00,00,00,00,499.99,ms
570,01,00,00,00,1.94,us
571,11,00,00,00,499.99,ms
572,10,00,00,00,2.29,us
573,00,00,00,00,499.98,ms
574,01,00,00,00,2.59,us
575,11,00,00,00,499.98,ms
576,10,00,00,00,2.93,us
577,00,00,00,00,499.98,ms
578,01,00,00,00,3.24,us
579,11,00,00,00,499.98,ms
580,10,00,00,00,3.57,us
581,00,00,00,00,499.98,ms
582,01,00,00,00,3.93,us
583,11,00,00,00,499.88,ms
584,01,00,00,00,888,ns
585,00,00,00,00,500.11,ms
586,10,00,00,00,2.07,us
587,11,00,00,00,499.99,ms
588,01,00,00,00,1.71,us
589,00,00,00,00,499.99,ms
590,10,00,00,00,1.41,us
591,11,00,00,00,499.99,ms
592,01,00,00,00,1.06,us
593,00,00,00,00,499.99,ms
594,10,00,00,00,720,ns
595,11,00,00,00,499.99,ms
596,01,00,00,00,432,ns
597,00,00,00,00,499.99,ms
598,10,00,00,00,72,ns
599,11,00,00,00,499.99,ms
600,10,00,00,00,248,ns
601,00,00,00,00,499.99,ms
602,01,00,00,00,592,ns
603,11,00,00,00,499.99,ms
604,10,00,00,00,920,ns
605,00,00,00,00,499.99,ms
606,01,00,00,00,1.29,us
607,11,00,00,00,499.99,ms
608,10,00,00,00,1.56,us
609,00,00,00,00,499.99,ms
610,01,00,00,00,1.91,us
611,11,00,00,00,499.99,ms
612,10,00,00,00,2.24,us
613,00,00,00,00,499.98,ms
614,01,00,00,00,2.55,us
615,11,00,00,00,499.98,ms
616,10,00,00,00,2.88,us
617,00,00,00,00,499.98,ms
618,01,00,00,00,3.22,us
619,11,00,00,00,499.98,ms
620,10,00,00,00,3.61,us
621,00,00,00,00,499.98,ms
622,01,00,00,00,3.85,us
623,11,00,00,00,499.88,ms
624,01,00,00,00,960,ns
625,00,00,00,00,500.11,ms
626,10,00,00,00,2.16,us
627,11,00,00,00,499.99,ms
628,01,00,00,00,1.82,us
629,00,00,00,00,499.99,ms
630,10,00,00,00,1.51,us
631,11,00,00,00,499.99,ms
632,01,00,00,00,1.11,us
633,00,00,00,00,499.99,ms
634,10,00,00,00,840,ns
635,11,00,00,00,499.99,ms
636,01,00,00,00,464,ns
637,00,00,00,00,499.99,ms
638,10,00,00,00,216,ns
639,11,00,00,00,499.99,ms
640,10,00,00,00,192,ns
641,00,00,00,00,499.99,ms
642,01,00,00,00,480,ns
643,11,00,00,00,499.99,ms
644,10,00,00,00,816,ns
645,00,00,00,00,499.99,ms
646,01,00,00,00,1.10,us
647,11,00,00,00,499.99,ms
648,10,00,00,00,1.46,us
649,00,00,00,00,499.99,ms
650,01,00,00,00,1.83,us
651,11,00,00,00,499.99,ms
652,10,00,00,00,2.13,us
653,00,00,00,00,499.99,ms
654,01,00,00,00,2.49,us
655,11,00,00,00,499.98,ms
656,10,00,00,00,2.78,us
657,00,00,00,00,499.98,ms
658,01,00,00,00,3.10,us
659,11,00,00,00,499.98,ms
660,10,00,00,00,3.46,us
661,00,00,00,00,499.98,ms
662,01,00,00,00,3.75,us
663,11,00,00,00,499.88,ms
664,01,00,00,00,960,ns
665,00,00,00,00,500.11,ms
666,10,00,00,00,2.14,us
667,11,00,00,00,499.99,ms
668,01,00,00,00,1.79,us
669,00,00,00,00,499.99,ms
670,10,00,00,00,1.51,us
671,11,00,00,00,499.99,ms
672,01,00,00,00,1.19,us
673,00,00,00,00,499.99,ms
674,10,00,00,00,872,ns
675,11,00,00,00,499.99,ms
676,01,00,00,00,472,ns
677,00,00,00,00,499.99,ms
678,10,00,00,00,200,ns
679,11,00,00,00,499.99,ms
680,10,00,00,00,128,ns
681,00,00,00,00,499.99,ms
682,01,00,00,00,464,ns
683,11,00,00,00,499.99,ms
684,10,00,00,00,776,ns
685,00,00,00,00,499.99,ms
686,01,00,00,00,1.08,us
687,11,00,00,00,499.99,ms
688,10,00,00,00,1.42,us
689,00,00,00,00,499.99,ms
690,01,00,00,00,1.75,us
691,11,00,00,00,499.99,ms
692,10,00,00,00,2.10,us
693,00,00,00,00,499.99,ms
694,01,00,00,00,2.39,us
695,11,00,00,00,499.98,ms
696,10,00,00,00,2.70,us
697,00,00,00,00,499.98,ms
698,01,00,00,00,3.00,us
699,11,00,00,00,499.98,ms
700,10,00,00,00,3.38,us
701,00,00,00,00,499.98,ms
702,01,00,00,00,3.68,us
703,11,00,00,00,499.88,ms
704,01,00,00,00,944,ns
705,00,00,00,00,500.11,ms
706,10,00,00,00,2.13,us
707,11,00,00,00,499.99,ms
708,01,00,00,00,1.80,us
709,00,00,00,00,499.99,ms
710,10,00,00,00,1.50,us
711,11,00,00,00,499.99,ms
712,01,00,00,00,1.18,us
713,00,00,00,00,499.99,ms
714,10,00,00,00,848,ns
715,11,00,00,00,499.99,ms
716,01,00,00,00,480,ns
717,00,00,00,00,499.99,ms
718,10,00,00,00,176,ns
719,11,00,00,00,499.99,ms
720,10,00,00,00,64,ns
721,00,00,00,00,499.99,ms
722,01,00,00,00,400,ns
723,11,00,00,00,499.99,ms
724,10,00,00,00,736,ns
725,00,00,00,00,499.99,ms
726,01,00,00,00,1.06,us
727,11,00,00,00,499.99,ms
728,10,00,00,00,1.34,us
729,00,00,00,00,499.99,ms
730,01,00,00,00,1.66,us
731,11,00,00,00,499.99,ms
732,10,00,00,00,2.02,us
733,00,00,00,00,499.99,ms
734,01,00,00,00,2.34,us
735,11,00,00,00,499.98,ms
736,10,00,00,00,2.64,us
737,00,00,00,00,499.98,ms
738,01,00,00,00,2.99,us
739,11,00,00,00,499.98,ms
740,10,00,00,00,3.27,us
741,00,00,00,00,499.98,ms
742,01,00,00,00,3.61,us
743,11,00,00,00,499.88,ms
744,01,00,00,00,896,ns
745,00,00,00,00,500.11,ms
746,10,00,00,00,2.13,us
747,11,00,00,00,499.99,ms
748,01,00,00,00,1.81,us
749,00,00,00,00,499.99,ms
750,10,00,00,00,1.45,us
751,11,00,00,00,499.99,ms
752,01,00,00,00,1.14,us
753,00,00,00,00,499.99,ms
754,10,00,00,00,816,ns
755,11,00,00,00,499.99,ms
756,01,00,00,00,504,ns
757,00,00,00,00,499.99,ms
758,10,00,00,00,224,ns
759,11,00,00,00,499.99,ms
760,10,00,00,00,96,ns
761,00,00,00,00,499.99,ms
762,01,00,00,00,400,ns
763,11,00,00,00,499.99,ms
764,10,00,00,00,752,ns
765,00,00,00,00,499.99,ms
766,01,00,00,00,1.02,us
767,11,00,00,00,499.99,ms
768,10,00,00,00,1.33,us
769,00,00,00,00,499.99,ms
770,01,00,00,00,1.69,us
771,11,00,00,00,499.99,ms
772,10,00,00,00,1.94,us
773,00,00,00,00,499.99,ms
774,01,00,00,00,2.29,us
775,11,00,00,00,499.98,ms
776,10,00,00,00,2.62,us
777,00,00,00,00,499.98,ms
778,01,00,00,00,2.92,us
779,11,00,00,00,499.98,ms
780,10,00,00,00,3.26,us
781,00,00,00,00,499.98,ms
782,01,00,00,00,3.54,us
783,11,00,00,00,499.88,ms
784,01,00,00,00,960,ns
785,00,00,00,00,500.11,ms
786,10,00,00,00,2.10,us
787,11,00,00,00,499.99,ms
788,01,00,00,00,1.81,us
789,00,00,00,00,499.99,ms
790,10,00,00,00,1.52,us
791,11,00,00,00,499.99,ms
792,01,00,00,00,1.19,us
793,00,00,00,00,499.99,ms
794,10,00,00,00,880,ns
795,11,00,00,00,499.99,ms
796,01,00,00,00,568,ns
797,00,00,00,00,499.99,ms
798,10,00,00,00,280,ns
799,11,00,00,00,499.99,ms
800,10,00,00,00,56,ns
801,00,00,00,00,499.99,ms
802,01,00,00,00,360,ns
803,11,00,00,00,499.99,ms
804,10,00,00,00,688,ns
805,00,00,00,00,499.99,ms
806,01,00,00,00,1.02,us
807,11,00,00,00,499.99,ms
808,10,00,00,00,1.30,us
809,00,00,00,00,499.99,ms
810,01,00,00,00,1.66,us
811,11,00,00,00,499.99,ms
812,10,00,00,00,1.95,us
813,00,00,00,00,499.99,ms
814,01,00,00,00,2.30,us
815,11,00,00,00,499.98,ms
816,10,00,00,00,2.58,us
817,00,00,00,00,499.98,ms
818,01,00,00,00,2.89,us
819,11,00,00,00,499.98,ms
820,10,00,00,00,3.22,us
821,00,00,00,00,499.98,ms
822,01,00,00,00,3.54,us
823,11,00,00,00,499.88,ms
824,01,00,00,00,968,ns
825,00,00,00,00,500.11,ms
826,10,00,00,00,2.14,us
827,11,00,00,00,499.99,ms
828,01,00,00,00,1.85,us
829,00,00,00,00,499.99,ms
830,10,00,00,00,1.53,us
831,11,00,00,00,499.99,ms
832,01,00,00,00,1.24,us
833,00,00,00,00,499.99,ms
834,10,00,00,00,896,ns
835,11,00,00,00,499.99,ms
836,01,00,00,00,584,ns
837,00,00,00,00,499.99,ms
838,10,00,00,00,272,ns
839,11,00,00,00,499.99,ms
840,10,00,00,00,72,ns
841,00,00,00,00,499.99,ms
842,01,00,00,00,392,ns
843,11,00,00,00,499.99,ms
844,10,00,00,00,656,ns
845,00,00,00,00,499.99,ms
846,01,00,00,00,976,ns
847,11,00,00,00,499.99,ms
848,10,00,00,00,1.27,us
849,00,00,00,00,499.99,ms
850,01,00,00,00,1.58,us
851,11,00,00,00,499.99,ms
852,10,00,00,00,1.89,us
