Sample#,gps_arduino,pps_mirror,gps_rpi,gps_pure,mote,SampleTime,units
71750,11,00,00,11,00,100.00,ms
71751,11,00,00,01,00,24,ns
71752,11,00,00,00,00,127.38,us
71753,11,01,00,00,00,1.73,us
71754,11,11,00,00,00,22.84,us
71755,11,10,00,00,00,3.44,us
71756,11,00,00,00,00,61.95,us
71757,11,00,01,00,00,36.10,us
71758,11,00,11,00,00,99.73,ms
71759,01,00,11,00,00,520,ns
71760,00,00,11,00,00,31.16,ms
71761,00,00,11,00,01,48.17,us
71762,00,00,11,00,11,369.02,ms
71763,00,00,10,00,11,39.42,us
71764,00,00,00,00,11,99.69,ms
71765,01,00,00,00,11,1.78,us
71766,11,00,00,00,11,31.21,ms
71767,11,00,00,00,10,41.39,us
71768,11,00,00,00,00,268.79,ms
71769,11,00,00,10,00,24,ns
71770,11,00,00,11,00,100.00,ms
71771,11,00,00,01,00,32,ns
71772,11,00,00,00,00,130.41,us
71773,11,01,00,00,00,19.20,us
71774,11,11,00,00,00,6.14,us
71775,11,10,00,00,00,24.59,us
71776,11,00,00,00,00,37.49,us
71777,11,00,01,00,00,40.52,us
71778,11,00,11,00,00,99.66,ms
71779,01,00,11,00,00,1.22,us
71780,00,00,11,00,00,31.24,ms
71781,00,00,11,00,01,48.57,us
71782,00,00,11,00,11,369.00,ms
71783,00,00,10,00,11,38.58,us
71784,00,00,00,00,11,99.63,ms
71785,01,00,00,00,11,120,ns
71786,11,00,00,00,11,31.28,ms
71787,11,00,00,00,10,46.13,us
71788,11,00,00,00,00,268.78,ms
71789,11,00,00,10,00,24,ns
71790,11,00,00,11,00,100.00,ms
71791,11,00,00,01,00,32,ns
71792,11,00,00,00,00,122.21,us
71793,11,10,00,00,00,2.12,us
71794,11,11,00,00,00,24.26,us
71795,11,10,00,00,00,65.53,us
71796,11,10,01,00,00,41.43,us
71797,11,10,11,00,00,20.96,us
71798,11,00,11,00,00,99.70,ms
71799,01,00,11,00,00,808,ns
71800,00,00,11,00,00,31.19,ms
71801,00,00,11,00,01,46.34,us
71802,00,00,11,00,11,368.99,ms
71803,00,00,01,00,11,3.02,us
71804,00,00,00,00,11,99.72,ms
71805,10,00,00,00,11,128,ns
71806,11,00,00,00,11,31.23,ms
71807,11,00,00,00,10,58.11,us
71808,11,00,00,00,00,268.76,ms
71809,11,00,00,10,00,24,ns
71810,11,00,00,11,00,100.00,ms
71811,11,00,00,01,00,16,ns
71812,11,00,00,00,00,126.69,us
71813,11,01,00,00,00,5.64,us
71814,11,11,00,00,00,18.92,us
71815,11,10,00,00,00,6.42,us
71816,11,00,00,00,00,45.98,us
71817,11,00,10,00,00,13.50,us
71818,11,00,11,00,00,99.70,ms
71819,01,00,11,00,00,288,ns
71820,00,00,11,00,00,31.26,ms
71821,00,00,11,00,01,49.76,us
71822,00,00,11,00,11,368.97,ms
71823,00,00,01,00,11,13.38,us
71824,00,00,00,00,11,99.92,ms
71825,01,00,00,00,11,1.12,us
71826,11,00,00,00,11,31.06,ms
71827,11,00,00,00,10,47.94,us
71828,11,00,00,00,00,268.75,ms
71829,11,00,00,10,00,24,ns
71830,11,00,00,11,00,100.00,ms
71831,11,00,00,01,00,24,ns
71832,11,00,00,00,00,135.14,us
71833,11,01,00,00,00,13.97,us
71834,11,11,00,00,00,12.94,us
71835,11,10,00,00,00,19.19,us
71836,11,00,00,00,00,25.10,us
71837,11,00,10,00,00,10.89,us
71838,11,00,11,00,00,99.89,ms
71839,10,00,11,00,00,1.90,us
71840,00,00,11,00,00,31.08,ms
71841,00,00,11,00,01,53.46,us
71842,00,00,11,00,11,368.95,ms
71843,00,00,01,00,11,11.74,us
71844,00,00,00,00,11,99.86,ms
71845,01,00,00,00,11,1.59,us
71846,11,00,00,00,11,31.11,ms
71847,11,00,00,00,10,59.33,us
71848,11,00,00,00,00,268.74,ms
71849,11,00,00,10,00,32,ns
71850,11,00,00,11,00,100.00,ms
71851,11,00,00,01,00,32,ns
71852,11,00,00,00,00,122.73,us
71853,11,01,00,00,00,1.46,us
71854,11,11,00,00,00,24.43,us
71855,11,01,00,00,00,54.59,us
71856,11,01,10,00,00,12.92,us
71857,11,01,11,00,00,58.13,us
71858,11,00,11,00,00,99.77,ms
71859,01,00,11,00,00,9.65,us
71860,00,00,11,00,00,31.16,ms
71861,00,00,11,00,01,47.00,us
71862,00,00,11,00,11,368.94,ms
71863,00,00,01,00,11,4.66,us
71864,00,00,00,00,11,99.80,ms
71865,01,00,00,00,11,976,ns
71866,11,00,00,00,11,31.22,ms
71867,11,00,00,00,10,31.18,us
71868,11,00,00,00,00,268.73,ms
71869,11,00,00,10,00,32,ns
71870,11,00,00,11,00,100.00,ms
71871,11,00,00,01,00,40,ns
71872,11,00,00,00,00,128.01,us
71873,11,10,00,00,00,240,ns
71874,11,11,00,00,00,23.42,us
71875,11,10,00,00,00,1.57,us
71876,11,00,00,00,00,49.40,us
71877,11,00,10,00,00,2.76,us
71878,11,00,11,00,00,99.77,ms
71879,01,00,11,00,00,592,ns
71880,00,00,11,00,00,31.25,ms
71881,00,00,11,00,01,35.74,us
71882,00,00,11,00,11,368.93,ms
71883,00,00,01,00,11,8.69,us
71884,00,00,00,00,11,99.74,ms
71885,10,00,00,00,11,1.02,us
71886,11,00,00,00,11,31.30,ms
71887,11,00,00,00,10,28.11,us
71888,11,00,00,00,00,268.72,ms
71889,11,00,00,10,00,32,ns
71890,11,00,00,11,00,100.00,ms
71891,11,00,00,01,00,24,ns
71892,11,00,00,00,00,129.78,us
71893,11,01,00,00,00,20.10,us
71894,11,11,00,00,00,5.39,us
71895,11,10,00,00,00,29.16,us
71896,11,00,00,00,00,23.14,us
71897,11,00,01,00,00,3.14,us
71898,11,00,11,00,00,99.70,ms
71899,10,00,11,00,00,5.58,us
71900,00,00,11,00,00,31.33,ms
71901,00,00,11,00,01,40.18,us
71902,00,00,11,00,11,368.92,ms
71903,00,00,10,00,11,44.10,us
71904,00,00,00,00,11,99.88,ms
71905,01,00,00,00,11,6.22,us
71906,11,00,00,00,11,31.11,ms
71907,11,00,00,00,10,36.60,us
71908,11,00,00,00,00,268.70,ms
71909,11,00,00,10,00,24,ns
71910,11,00,00,11,00,100.00,ms
71911,11,00,00,01,00,24,ns
71912,11,00,00,00,00,118.71,us
71913,11,01,00,00,00,5.38,us
71914,11,11,00,00,00,18.38,us
71915,11,10,00,00,00,7.71,us
71916,11,00,00,00,00,47.96,us
71917,11,00,10,00,00,4.37,us
71918,11,00,11,00,00,99.90,ms
71919,10,00,11,00,00,4.86,us
71920,00,00,11,00,00,31.16,ms
71921,00,00,11,00,01,20.14,us
71922,00,00,11,00,11,368.90,ms
71923,00,00,01,00,11,7.21,us
71924,00,00,00,00,11,99.86,ms
71925,10,00,00,00,11,6.43,us
71926,11,00,00,00,11,31.18,ms
71927,11,00,00,00,10,38.58,us
71928,11,00,00,00,00,268.69,ms
71929,11,00,00,10,00,24,ns
71930,11,00,00,11,00,100.00,ms
71931,11,00,00,01,00,24,ns
71932,11,00,00,00,00,122.98,us
71933,11,01,00,00,00,7.87,us
71934,11,11,00,00,00,16.26,us
71935,11,10,00,00,00,10.64,us
71936,11,00,00,00,00,42.10,us
71937,11,00,10,00,00,11.32,us
71938,11,00,11,00,00,99.83,ms
71939,01,00,11,00,00,7.32,us
71940,00,00,11,00,00,31.22,ms
71941,00,00,11,00,01,35.16,us
71942,00,00,11,00,11,368.88,ms
71943,00,00,01,00,11,9.28,us
71944,00,00,00,00,11,99.81,ms
71945,01,00,00,00,11,3.91,us
71946,11,00,00,00,11,31.27,ms
71947,11,00,00,00,10,29.75,us
71948,11,00,00,00,00,268.68,ms
71949,11,00,00,10,00,24,ns
71950,11,00,00,11,00,100.00,ms
71951,11,00,00,01,00,32,ns
71952,11,00,00,00,00,129.21,us
71953,11,01,00,00,00,25.08,us
71954,11,00,00,00,00,2.06,us
71955,11,10,00,00,00,30.83,us
71956,11,00,00,00,00,16.06,us
71957,11,00,10,00,00,5.50,us
71958,11,00,11,00,00,99.78,ms
71959,10,00,11,00,00,784,ns
71960,00,00,11,00,00,31.30,ms
71961,00,00,11,00,01,33.68,us
71962,00,00,11,00,11,368.87,ms
71963,00,00,01,00,11,11.08,us
71964,00,00,00,00,11,99.74,ms
71965,01,00,00,00,11,2.59,us
71966,11,00,00,00,11,31.34,ms
71967,11,00,00,00,10,35.84,us
71968,11,00,00,00,00,268.66,ms
71969,11,00,00,10,00,40,ns
71970,11,00,00,11,00,100.00,ms
71971,11,00,00,01,00,32,ns
71972,11,00,00,00,00,122.39,us
71973,11,01,00,00,00,1.38,us
71974,11,11,00,00,00,22.23,us
71975,11,10,00,00,00,1.74,us
71976,11,00,00,00,00,49.73,us
71977,11,00,10,00,00,8.72,us
71978,11,00,11,00,00,99.71,ms
71979,10,00,11,00,00,6.26,us
71980,00,00,11,00,00,31.39,ms
71981,00,00,11,00,01,23.84,us
71982,00,00,11,00,11,368.86,ms
71983,00,00,01,00,11,7.58,us
71984,00,00,00,00,11,99.93,ms
71985,01,00,00,00,11,6.83,us
71986,11,00,00,00,11,31.16,ms
71987,11,00,00,00,10,33.75,us
71988,11,00,00,00,00,268.65,ms
71989,11,00,00,10,00,24,ns
71990,11,00,00,11,00,100.00,ms
71991,11,00,00,01,00,32,ns
71992,11,00,00,00,00,125.38,us
71993,11,01,00,00,00,2.22,us
71994,11,11,00,00,00,22.74,us
71995,11,10,00,00,00,44.90,us
71996,11,10,10,00,00,11.65,us
71997,11,10,11,00,00,80.37,us
71998,11,00,11,00,00,99.95,ms
71999,01,00,11,00,00,7.86,us
72000,00,00,11,00,00,31.06,ms
72001,00,00,11,00,01,36.99,us
72002,00,00,11,00,11,368.85,ms
72003,00,00,10,00,11,7.21,us
72004,00,00,00,00,11,99.99,ms
72005,01,00,00,00,11,2.76,us
72006,11,00,00,00,11,31.11,ms
72007,11,00,00,00,10,34.90,us
72008,11,00,00,00,00,268.64,ms
72009,11,00,00,10,00,24,ns
72010,11,00,00,11,00,100.00,ms
72011,11,00,00,01,00,24,ns
72012,11,00,00,00,00,133.03,us
72013,11,01,00,00,00,17.01,us
72014,11,11,00,00,00,9.21,us
72015,11,10,00,00,00,21.83,us
72016,11,00,00,00,00,27.12,us
72017,11,00,01,00,00,16.06,us
72018,11,00,11,00,00,99.95,ms
72019,10,00,11,00,00,5.68,us
72020,00,00,11,00,00,31.14,ms
72021,00,00,11,00,01,38.33,us
72022,00,00,11,00,11,368.84,ms
72023,00,00,10,00,11,10.27,us
72024,00,00,00,00,11,99.92,ms
72025,01,00,00,00,11,3.74,us
72026,11,00,00,00,11,31.19,ms
72027,11,00,00,00,10,36.20,us
72028,11,00,00,00,00,268.63,ms
72029,11,00,00,10,00,32,ns
72030,11,00,00,11,00,100.00,ms
72031,11,00,00,01,00,32,ns
72032,11,00,00,00,00,121.82,us
72033,11,01,00,00,00,3.10,us
72034,11,11,00,00,00,21.94,us
72035,11,10,00,00,00,2.98,us
72036,11,00,00,00,00,52.59,us
72037,11,00,01,00,00,8.78,us
72038,11,00,11,00,00,99.89,ms
72039,10,00,11,00,00,4.50,us
72040,00,00,11,00,00,31.23,ms
72041,00,00,11,00,01,24.45,us
72042,00,00,11,00,11,368.83,ms
72043,00,00,10,00,11,10.61,us
72044,00,00,00,00,11,99.86,ms
72045,10,00,00,00,11,6.73,us
72046,11,00,00,00,11,31.26,ms
72047,11,00,00,00,10,36.35,us
72048,11,00,00,00,00,268.61,ms
72049,11,00,00,10,00,24,ns
72050,11,00,00,11,00,100.00,ms
72051,11,00,00,01,00,24,ns
72052,11,00,00,00,00,126.08,us
72053,11,01,00,00,00,5.46,us
72054,11,11,00,00,00,27.18,us
72055,11,01,00,00,00,46.78,us
72056,11,01,01,00,00,7.70,us
72057,11,01,11,00,00,66.25,us
72058,11,00,11,00,00,99.76,ms
72059,01,00,11,00,00,7.05,us
72060,00,00,11,00,00,31.29,ms
72061,00,00,11,00,01,39.78,us
72062,00,00,11,00,11,368.83,ms
72063,00,00,10,00,11,12.12,us
72064,00,00,00,00,11,100.03,ms
72065,01,00,00,00,11,3.82,us
72066,11,00,00,00,11,31.12,ms
72067,11,00,00,00,10,32.31,us
72068,11,00,00,00,00,268.57,ms
72069,11,00,00,10,00,24,ns
72070,11,00,00,11,00,100.00,ms
72071,11,00,00,01,00,32,ns
72072,11,00,00,00,00,133.66,us
72073,11,01,00,00,00,16.26,us
72074,11,11,00,00,00,9.92,us
72075,11,10,00,00,00,23.56,us
72076,11,00,00,00,00,30.50,us
72077,11,00,01,00,00,3.47,us
72078,11,00,11,00,00,100.02,ms
72079,10,00,11,00,00,3.18,us
72080,00,00,11,00,00,31.15,ms
72081,00,00,11,00,01,37.58,us
72082,00,00,11,00,11,368.77,ms
72083,00,00,10,00,11,5.87,us
72084,00,00,00,00,11,99.98,ms
72085,10,00,00,00,11,6.96,us
72086,11,00,00,00,11,31.19,ms
72087,11,00,00,00,10,40.56,us
72088,11,00,00,00,00,268.55,ms
72089,11,00,00,10,00,32,ns
72090,11,00,00,11,00,100.00,ms
72091,11,00,00,01,00,24,ns
72092,11,00,00,00,00,124.31,us
72093,11,01,00,00,00,22.78,us
72094,11,00,00,00,00,5.22,us
72095,11,10,00,00,00,32.16,us
72096,11,00,00,00,00,25.06,us
72097,11,00,01,00,00,7.06,us
72098,11,00,11,00,00,99.95,ms
72099,01,00,11,00,00,8.38,us
72100,00,00,11,00,00,31.24,ms
72101,00,00,11,00,01,27.71,us
72102,00,00,11,00,11,368.77,ms
72103,00,00,10,00,11,76.10,us
72104,00,00,00,00,11,99.85,ms
72105,01,00,00,00,11,1.98,us
72106,11,00,00,00,11,31.27,ms
72107,11,00,00,00,10,36.92,us
72108,11,00,00,00,00,268.54,ms
72109,11,00,00,10,00,24,ns
72110,11,00,00,11,00,100.00,ms
72111,11,00,00,01,00,24,ns
72112,11,00,00,00,00,129.42,us
72113,11,01,00,00,00,3.33,us
72114,11,11,00,00,00,22.52,us
72115,11,10,00,00,00,4.24,us
72116,11,00,00,00,00,50.64,us
72117,11,00,01,00,00,1.94,us
72118,11,00,11,00,00,99.90,ms
72119,10,00,11,00,00,936,ns
72120,00,00,11,00,00,31.30,ms
72121,00,00,11,00,01,37.39,us
72122,00,00,11,00,11,368.75,ms
72123,00,00,10,00,11,149.46,us
72124,00,00,00,00,11,99.71,ms
72125,10,00,00,00,11,536,ns
72126,11,00,00,00,11,31.35,ms
72127,11,00,00,00,10,31.32,us
72128,11,00,00,00,00,268.53,ms
72129,11,00,00,10,00,24,ns
72130,11,00,00,11,00,100.00,ms
72131,11,00,00,01,00,24,ns
72132,11,00,00,00,00,132.64,us
72133,11,01,00,00,00,25.99,us
72134,11,11,00,00,00,104,ns
72135,11,10,00,00,00,32.14,us
72136,11,00,00,00,00,20.82,us
72137,11,00,01,00,00,5.52,us
72138,11,00,11,00,00,99.83,ms
72139,01,00,11,00,00,840,ns
72140,00,00,11,00,00,31.39,ms
72141,00,00,11,00,01,31.94,us
72142,00,00,11,00,11,368.74,ms
72143,00,00,01,00,11,864,ns
72144,00,00,00,00,11,100.06,ms
72145,10,00,00,00,11,1.16,us
72146,11,00,00,00,11,31.16,ms
72147,11,00,00,00,10,43.27,us
72148,11,00,00,00,00,268.51,ms
72149,11,00,00,10,00,32,ns
72150,11,00,00,11,00,100.00,ms
72151,11,00,00,01,00,32,ns
72152,11,00,00,00,00,121.42,us
72153,11,01,00,00,00,5.00,us
72154,11,11,00,00,00,18.78,us
72155,11,10,00,00,00,6.03,us
72156,11,00,00,00,00,58.14,us
72157,11,00,01,00,00,3.97,us
72158,11,00,11,00,00,100.02,ms
72159,01,00,11,00,00,304,ns
72160,00,00,11,00,00,31.22,ms
72161,00,00,11,00,01,25.64,us
72162,00,00,11,00,11,368.73,ms
72163,00,00,01,00,11,488,ns
72164,00,00,00,00,11,99.98,ms
72165,10,00,00,00,11,608,ns
72166,11,00,00,00,11,31.25,ms
72167,11,00,00,00,10,34.90,us
72168,11,00,00,00,00,268.50,ms
72169,11,00,00,10,00,24,ns
72170,11,00,00,11,00,100.00,ms
72171,11,00,00,01,00,32,ns
72172,11,00,00,00,00,127.73,us
72173,11,01,00,00,00,640,ns
72174,11,11,00,00,00,23.22,us
72175,11,01,00,00,00,2.47,us
72176,11,00,00,00,00,53.01,us
72177,11,00,01,00,00,7.29,us
72178,11,00,11,00,00,99.95,ms
72179,01,00,11,00,00,928,ns
72180,00,00,11,00,00,31.29,ms
72181,00,00,11,00,01,41.22,us
72182,00,00,11,00,11,368.70,ms
72183,00,00,01,00,11,1.43,us
72184,00,00,00,00,11,99.93,ms
72185,10,00,00,00,11,1.23,us
72186,11,00,00,00,11,31.32,ms
72187,11,00,00,00,10,39.62,us
72188,11,00,00,00,00,268.48,ms
72189,11,00,00,10,00,8,ns
72190,11,00,00,11,00,100.00,ms
72191,11,00,00,01,00,8,ns
72192,11,00,00,00,00,130.98,us
72193,11,01,00,00,00,26.07,us
72194,11,11,00,00,00,1.31,us
72195,11,10,00,00,00,60.63,us
72196,11,10,01,00,00,1.97,us
72197,11,10,11,00,00,118.84,us
72198,11,00,11,00,00,99.64,ms
72199,01,00,11,00,00,2.73,us
72200,00,00,11,00,00,31.49,ms
72201,00,00,11,00,01,41.22,us
72202,00,00,11,00,11,368.69,ms
72203,00,00,10,00,11,33.16,us
72204,00,00,00,00,11,99.70,ms
72205,10,00,00,00,11,3.04,us
72206,11,00,00,00,11,31.53,ms
72207,11,00,00,00,10,40.26,us
72208,11,00,00,00,00,268.47,ms
72209,11,00,00,10,00,16,ns
72210,11,00,00,11,00,100.00,ms
72211,11,00,00,01,00,8,ns
72212,11,00,00,00,00,123.44,us
72213,11,01,00,00,00,3.69,us
72214,11,11,00,00,00,20.62,us
72215,11,10,00,00,00,4.59,us
72216,11,00,00,00,00,53.37,us
72217,11,00,01,00,00,41.18,us
72218,11,00,11,00,00,99.67,ms
72219,01,00,11,00,00,3.34,us
72220,00,00,11,00,00,31.57,ms
72221,00,00,11,00,01,28.86,us
72222,00,00,11,00,11,368.69,ms
72223,00,00,10,00,11,43.21,us
72224,00,00,00,00,11,99.88,ms
72225,10,00,00,00,11,2.57,us
72226,11,00,00,00,11,31.35,ms
72227,11,00,00,00,10,37.73,us
72228,11,00,00,00,00,268.46,ms
72229,11,00,00,10,00,16,ns
72230,11,00,00,11,00,100.00,ms
72231,11,00,00,01,00,16,ns
72232,11,00,00,00,00,126.02,us
72233,11,01,00,00,00,5.18,us
72234,11,11,00,00,00,20.65,us
72235,11,10,00,00,00,6.29,us
72236,11,00,00,00,00,54.06,us
72237,11,00,01,00,00,37.71,us
72238,11,00,11,00,00,99.86,ms
72239,01,00,11,00,00,3.98,us
72240,00,00,11,00,00,31.38,ms
72241,00,00,11,00,01,39.82,us
72242,00,00,11,00,11,368.67,ms
72243,00,00,10,00,11,33.68,us
72244,00,00,00,00,11,99.83,ms
72245,10,00,00,00,11,4.29,us
72246,11,00,00,00,11,31.43,ms
72247,11,00,00,00,10,34.62,us
72248,11,00,00,00,00,268.44,ms
72249,11,00,00,10,00,24,ns
72250,11,00,00,11,00,100.00,ms
72251,11,00,00,01,00,24,ns
72252,11,00,00,00,00,129.24,us
72253,11,01,00,00,00,24.72,us
72254,11,11,00,00,00,32.62,us
72255,11,01,00,00,00,27.80,us
72256,11,01,01,00,00,48.49,us
72257,11,01,11,00,00,24.09,us
72258,11,00,11,00,00,99.76,ms
72259,01,00,11,00,00,4.61,us
72260,00,00,11,00,00,31.46,ms
72261,00,00,11,00,01,42.18,us
72262,00,00,11,00,11,368.65,ms
72263,00,00,10,00,11,745.22,us
72264,00,00,00,00,11,99.05,ms
72265,01,00,00,00,11,6.02,us
72266,11,00,00,00,11,31.53,ms
72267,11,00,00,00,10,10.29,us
72268,11,00,00,00,00,268.43,ms
72269,11,00,00,10,00,16,ns
72270,11,00,00,11,00,100.00,ms
72271,11,00,00,01,00,24,ns
72272,11,00,00,00,00,128.71,us
72273,11,01,00,00,00,2.44,us
72274,11,11,00,00,00,21.25,us
72275,11,10,00,00,00,2.94,us
72276,11,00,00,00,00,61.13,us
72277,11,00,01,00,00,36.49,us
72278,11,00,11,00,00,99.72,ms
72279,10,00,11,00,00,5.71,us
72280,00,00,11,00,00,31.58,ms
72281,00,00,11,00,10,2.22,us
72282,00,00,11,00,11,368.65,ms
72283,00,00,10,00,11,38.80,us
72284,00,00,00,00,11,99.69,ms
72285,10,00,00,00,11,5.54,us
72286,11,00,00,00,11,31.62,ms
72287,11,00,00,00,10,1.82,us
72288,11,00,00,00,00,268.42,ms
72289,11,00,00,10,00,16,ns
72290,11,00,00,11,00,100.00,ms
72291,11,00,00,01,00,8,ns
72292,11,00,00,00,00,128.22,us
72293,11,01,00,00,00,3.98,us
72294,11,11,00,00,00,21.30,us
72295,11,10,00,00,00,4.06,us
72296,11,00,00,00,00,58.15,us
72297,11,00,01,00,00,37.07,us
72298,11,00,11,00,00,99.66,ms
72299,01,00,11,00,00,5.86,us
72300,00,00,11,00,00,31.64,ms
72301,00,00,11,00,01,7.38,us
72302,00,00,11,00,11,368.64,ms
72303,00,00,10,00,11,88.30,us
72304,00,00,00,00,11,99.83,ms
72305,01,00,00,00,11,4.78,us
72306,11,00,00,00,11,31.44,ms
72307,11,00,00,00,10,4.92,us
72308,11,00,00,00,00,268.41,ms
72309,11,00,00,10,00,8,ns
72310,11,00,00,11,00,100.00,ms
72311,11,00,00,01,00,8,ns
72312,11,00,00,00,00,129.70,us
72313,11,01,00,00,00,26.58,us
72314,11,00,00,00,00,288,ns
72315,11,10,00,00,00,31.34,us
72316,11,00,00,00,00,28.48,us
72317,11,00,01,00,00,45.39,us
72318,11,00,11,00,00,99.84,ms
72319,10,00,11,00,00,4.46,us
72320,00,00,11,00,00,31.47,ms
72321,00,00,11,00,01,14.22,us
72322,00,00,11,00,11,368.62,ms
72323,00,00,10,00,11,32.37,us
72324,00,00,00,00,11,99.82,ms
72325,10,00,00,00,11,6.80,us
72326,11,00,00,00,11,31.51,ms
72327,11,00,00,00,10,4.43,us
72328,11,00,00,00,00,268.40,ms
72329,11,00,00,10,00,16,ns
72330,11,00,00,11,00,100.00,ms
72331,11,00,00,01,00,8,ns
72332,11,00,00,00,00,126.70,us
72333,11,10,00,00,00,88,ns
72334,11,11,00,00,00,25.00,us
72335,11,01,00,00,00,248,ns
72336,11,00,00,00,00,59.54,us
72337,11,00,01,00,00,42.01,us
72338,11,00,11,00,00,99.79,ms
72339,01,00,11,00,00,7.93,us
72340,00,00,11,00,00,31.55,ms
72341,00,00,11,00,10,7.74,us
72342,00,00,11,00,11,368.60,ms
72343,00,00,10,00,11,41.19,us
72344,00,00,00,00,11,99.75,ms
72345,01,00,00,00,11,2.52,us
72346,11,00,00,00,11,31.59,ms
72347,11,00,00,00,10,8.42,us
72348,11,00,00,00,00,268.38,ms
72349,11,00,00,10,00,8,ns
72350,11,00,00,11,00,100.00,ms
72351,11,00,00,01,00,8,ns
72352,11,00,00,00,00,125.89,us
72353,11,01,00,00,00,5.48,us
72354,11,11,00,00,00,18.24,us
72355,11,10,00,00,00,8.00,us
72356,11,00,00,00,00,56.87,us
72357,11,00,01,00,00,43.29,us
72358,11,00,11,00,00,99.73,ms
72359,10,00,11,00,00,1.98,us
72360,00,00,11,00,00,31.62,ms
72361,00,00,11,00,01,2.98,us
72362,00,00,11,00,11,368.59,ms
72363,00,00,10,00,11,36.48,us
72364,00,00,00,00,11,99.69,ms
72365,01,00,00,00,11,1.84,us
72366,11,00,00,00,11,31.67,ms
72367,11,00,00,00,01,3.52,us
72368,11,00,00,00,00,268.37,ms
72369,11,00,00,10,00,16,ns
72370,11,00,00,11,00,100.00,ms
72371,11,00,00,01,00,8,ns
72372,11,00,00,00,00,131.18,us
72373,11,01,00,00,00,24.85,us
72374,11,11,00,00,00,488,ns
72375,11,10,00,00,00,32.99,us
72376,11,00,00,00,00,25.86,us
72377,11,00,01,00,00,49.42,us
72378,11,00,11,00,00,99.65,ms
72379,10,00,11,00,00,1.58,us
72380,00,00,11,00,00,31.71,ms
72381,00,00,11,00,01,6.14,us
72382,00,00,11,00,11,368.58,ms
72383,00,00,10,00,11,36.23,us
72384,00,00,00,00,11,99.88,ms
72385,01,00,00,00,11,1.10,us
72386,11,00,00,00,11,31.49,ms
72387,11,00,00,00,10,6.50,us
72388,11,00,00,00,00,268.35,ms
72389,11,00,00,10,00,16,ns
72390,11,00,00,11,00,100.00,ms
72391,11,00,00,01,00,16,ns
72392,11,00,00,00,00,121.18,us
72393,11,01,00,00,00,5.36,us
72394,11,11,00,00,00,19.87,us
72395,11,10,00,00,00,67.24,us
72396,11,10,01,00,00,43.98,us
72397,11,10,11,00,00,26.82,us
72398,11,00,11,00,00,99.70,ms
72399,01,00,11,00,00,40,ns
72400,00,00,11,00,00,31.66,ms
72401,00,00,11,00,10,5.48,us
72402,00,00,11,00,11,368.56,ms
72403,00,00,01,00,11,6.03,us
72404,00,00,00,00,11,99.72,ms
72405,10,00,00,00,11,8.98,us
72406,11,00,00,00,11,31.69,ms
72407,11,00,00,00,10,5.00,us
72408,11,00,00,00,00,268.34,ms
72409,11,00,00,10,00,8,ns
72410,11,00,00,11,00,100.00,ms
72411,11,00,00,01,00,16,ns
72412,11,00,00,00,00,129.93,us
72413,11,10,00,00,00,1.07,us
72414,11,11,00,00,00,24.50,us
72415,11,01,00,00,00,1.98,us
72416,11,00,00,00,00,53.87,us
72417,11,00,10,00,00,4.42,us
72418,11,00,11,00,00,99.70,ms
72419,10,00,11,00,00,2.93,us
72420,00,00,11,00,00,31.73,ms
72421,00,00,11,00,01,664,ns
72422,00,00,11,00,11,368.55,ms
72423,00,00,01,00,11,12.26,us
72424,00,00,00,00,11,99.66,ms
72425,01,00,00,00,11,4.25,us
72426,11,00,00,00,11,31.77,ms
72427,11,00,00,00,01,6.70,us
72428,11,00,00,00,00,268.32,ms
72429,11,00,00,10,00,8,ns
72430,11,00,00,11,00,100.00,ms
72431,11,00,00,01,00,8,ns
72432,11,00,00,00,00,133.34,us
72433,11,01,00,00,00,22.69,us
72434,11,11,00,00,00,3.38,us
72435,11,10,00,00,00,27.71,us
72436,11,00,00,00,00,30.35,us
72437,11,00,01,00,00,1.97,us
72438,11,00,11,00,00,99.63,ms
72439,10,00,11,00,00,3.19,us
72440,00,00,11,00,00,31.81,ms
72441,00,00,11,00,01,376,ns
72442,00,00,11,00,11,368.53,ms
72443,00,00,01,00,11,11.06,us
72444,00,00,00,00,11,99.60,ms
72445,10,00,00,00,11,8.29,us
72446,11,00,00,00,11,31.84,ms
72447,11,00,00,00,10,7.94,us
72448,11,00,00,00,00,268.31,ms
72449,11,00,00,10,00,16,ns
72450,11,00,00,11,00,100.00,ms
72451,11,00,00,01,00,8,ns
72452,11,00,00,00,00,123.85,us
72453,11,10,00,00,00,1.53,us
72454,11,11,00,00,00,23.15,us
72455,11,01,00,00,00,61.55,us
72456,11,01,10,00,00,10.25,us
72457,11,01,11,00,00,57.35,us
72458,11,00,11,00,00,99.51,ms
72459,01,00,11,00,00,7.36,us
72460,00,00,11,00,00,31.88,ms
72461,00,00,11,00,10,11.90,us
72462,00,00,11,00,11,368.51,ms
72463,00,00,01,00,11,4.22,us
72464,00,00,00,00,11,99.79,ms
72465,10,00,00,00,11,7.19,us
72466,11,00,00,00,11,31.63,ms
72467,11,00,00,00,10,146.75,us
72468,11,00,00,00,00,268.19,ms
72469,11,00,00,10,00,16,ns
72470,11,00,00,11,00,100.00,ms
72471,11,00,00,01,00,8,ns
72472,11,00,00,00,00,132.90,us
72473,11,01,00,00,00,6.21,us
72474,11,11,00,00,00,18.01,us
72475,11,10,00,00,00,7.66,us
